episode,train_start,train_end,val_end,online_start,window_stride,rolling_split,reward,best_reward,adaptation_good,adaptation_failures,up_last_reward,down_last_reward,decision_hold_rate,decision_action_rate,decision_action_accuracy_non_hold,decision_conflict_rate,decision_precision_up,decision_precision_down,hold_rate,action_rate,action_accuracy_non_hold,conflict_rate,precision_up,precision_down,decision_threshold,decision_delta_min,decision_scan_score,rl_up_accuracy,rl_down_accuracy,rl_up_error_balance,rl_down_error_balance,rl_up_hold_rate,rl_down_hold_rate,online_rl_up_accuracy,online_rl_down_accuracy,anchor_rl_up_accuracy,anchor_rl_down_accuracy,anchor_avg_accuracy,score_base,reward_variance,accuracy_variance,score_improve,anchor_delta,anchor_penalty,score,delta_up_accuracy,delta_down_accuracy,improve_up_accuracy,improve_down_accuracy
11,0,4944,6004,7064,50,0,0.418784892124616,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4730);action_rate < 0.4000 (got 0.3670);hold_rate > 0.3500 (got 0.6330);precision_up < 0.5300 (got 0.5188);precision_down < 0.5100 (got 0.4492);rl_up_accuracy < 0.5200 (got 0.4801),-0.44704640868306156,-0.45641282592713833,0.6330188679245283,0.36698113207547167,0.4730077120822622,0.03490566037735849,0.518796992481203,0.44921875,0.6330188679245283,0.36698113207547167,0.4730077120822622,0.03490566037735849,0.518796992481203,0.44921875,0.49,0.02,0.16752580989676039,0.48011363636363635,0.5018939393939394,0.7595628415300546,0.4828897338403042,0.13773584905660377,0.10943396226415095,0.4754625905068383,0.5277554304102977,0.4861612515042118,0.516245487364621,0.5012033694344163,0.4191459029549409,0.0015016543408263457,0.0002618244810289752,0.0,-0.0018050541516245744,0.0003610108303249149,0.418784892124616,-0.0018939393939393923,-0.01325757575757569,0.0,0.0
12,0,4944,6004,7064,50,0,0.39274061888394046,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4591);action_rate < 0.4000 (got 0.3226);hold_rate > 0.3500 (got 0.6774);precision_up < 0.5300 (got 0.4949);precision_down < 0.5100 (got 0.4444);rl_up_accuracy < 0.5200 (got 0.4725),-0.44936518669128417,-0.26787255185842507,0.6773584905660377,0.32264150943396225,0.4590643274853801,0.05188679245283019,0.494949494949495,0.4444444444444444,0.6773584905660377,0.32264150943396225,0.4590643274853801,0.05188679245283019,0.494949494949495,0.4444444444444444,0.49,0.02,0.14042808828764683,0.4725378787878788,0.5056818181818182,0.7989228007181328,0.5095785440613027,0.1311320754716981,0.1669811320754717,0.47063555913113436,0.5229283990345938,0.49097472924187724,0.51985559566787,0.5054151624548736,0.39122546736878894,0.0014089814294026232,0.0003874602661495007,0.0015151515151515138,0.004211793020457266,0.0,0.39274061888394046,-0.007575757575757569,0.0037878787878787845,0.0,0.0037878787878787845
13,0,4944,6004,7064,50,0,0.33183852721977025,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4639);action_rate < 0.4000 (got 0.2745);hold_rate > 0.3500 (got 0.7255);precision_up < 0.5300 (got 0.4528);precision_down < 0.5100 (got 0.4664);rl_up_accuracy < 0.5200 (got 0.4697),-0.575351877078414,-0.6042988894283771,0.7254716981132076,0.27452830188679245,0.4639175257731959,0.006603773584905661,0.4528301886792453,0.46638655462184875,0.7254716981132076,0.27452830188679245,0.4639175257731959,0.006603773584905661,0.4528301886792453,0.46638655462184875,0.49,0.02,0.12651744393022427,0.4696969696969697,0.5066287878787878,0.9035714285714286,0.6468330134357005,0.04905660377358491,0.23867924528301887,0.47144006436041835,0.5156878519710378,0.4861612515042118,0.5078219013237064,0.4969915764139591,0.3331444565491653,0.0017213570713562987,0.00044674228161947776,0.0003787878787878452,-0.008423586040914532,0.0016847172081829065,0.33183852721977025,-0.0028409090909090606,0.0009469696969696129,0.0,0.0009469696969696129
14,0,4944,6004,7064,50,0,0.40066869328407256,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4728);hold_rate > 0.3500 (got 0.4632);precision_up < 0.5300 (got 0.4265);precision_down < 0.5100 (got 0.4790);rl_up_accuracy < 0.5200 (got 0.4669),-0.5228807998746634,-0.6141258610934018,0.46320754716981133,0.5367924528301887,0.4727592267135325,0.01981132075471698,0.4264705882352941,0.47904191616766467,0.46320754716981133,0.5367924528301887,0.4727592267135325,0.01981132075471698,0.4264705882352941,0.47904191616766467,0.49,0.02,0.24874599501601993,0.4668560606060606,0.5113636363636364,0.872113676731794,0.15503875968992248,0.0820754716981132,0.3273584905660377,0.47144006436041835,0.4770716009654063,0.49217809867629364,0.50661853188929,0.49939831528279177,0.39877475389013317,0.0016003562956336751,0.0004525742957392887,0.0018939393939394035,0.002406738868832692,0.0,0.40066869328407256,-0.002840909090909116,0.004734848484848508,0.0,0.004734848484848508
15,0,4944,6004,7064,50,0,0.4800156534733285,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.5022);hold_rate > 0.3500 (got 0.3538);precision_up < 0.5300 (got 0.5161);precision_down < 0.5100 (got 0.4970);rl_up_accuracy < 0.5200 (got 0.4763),-0.6053764430284501,-0.5106936875134707,0.35377358490566035,0.6462264150943396,0.5021897810218978,0.02358490566037736,0.5161290322580645,0.4969939879759519,0.35377358490566035,0.6462264150943396,0.5021897810218978,0.02358490566037736,0.5161290322580645,0.4969939879759519,0.49,0.02,0.31687433250267,0.47632575757575757,0.5170454545454546,0.6889692585895117,0.10588235294117647,0.10566037735849057,0.23867924528301887,0.47948511665325827,0.49396621078037006,0.4681107099879663,0.5138387484957883,0.49097472924187724,0.4756397646209053,0.0018146675833833094,0.0004257003287642398,0.006060606060606077,-0.008423586040914532,0.0016847172081829065,0.4800156534733285,0.009469696969696961,0.005681818181818232,0.009469696969696961,0.005681818181818232
16,0,4944,6004,7064,50,0,0.4607487618605123,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4965);hold_rate > 0.3500 (got 0.4547);precision_up < 0.5300 (got 0.5000);precision_down < 0.5100 (got 0.4954);rl_up_accuracy < 0.5200 (got 0.4773),-0.6616608924269676,-0.6243906895816326,0.4547169811320755,0.5452830188679245,0.49653979238754326,0.02358490566037736,0.5,0.49537037037037035,0.4547169811320755,0.5452830188679245,0.49653979238754326,0.02358490566037736,0.5,0.49537037037037035,0.49,0.02,0.2643689925240299,0.4772727272727273,0.5265151515151515,0.7608695652173914,0.212,0.1,0.19716981132075473,0.48109412711182625,0.500402252614642,0.48856799037304455,0.5126353790613718,0.5006016847172081,0.4565820951938456,0.0018361373253129123,0.00039917082937074376,0.004166666666666652,0.009626955475330878,0.0,0.4607487618605123,0.0009469696969697239,0.009469696969696906,0.0009469696969697239,0.009469696969696906
17,0,4944,6004,7064,50,0,0.5013540699844872,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.5259);hold_rate > 0.3500 (got 0.3632);precision_down < 0.5100 (got 0.5084);rl_up_accuracy < 0.5200 (got 0.4915),-0.46258965073525915,-0.47354906365275384,0.3632075471698113,0.6367924528301887,0.5259259259259259,0.04905660377358491,0.5398936170212766,0.5083612040133779,0.3632075471698113,0.6367924528301887,0.5259259259259259,0.04905660377358491,0.5398936170212766,0.5083612040133779,0.49,0.02,0.3184763260946956,0.4914772727272727,0.5236742424242424,0.3370577281191806,0.4552683896620278,0.08679245283018867,0.22735849056603774,0.4827031375703942,0.5116653258246179,0.48856799037304455,0.5114320096269555,0.5,0.4957925887461106,0.0021205566517037235,0.0004270543767401185,0.005681818181818166,-0.0006016847172081174,0.0001203369434416235,0.5013540699844872,0.014204545454545414,-0.0028409090909090606,0.014204545454545414,0.0
18,0,4944,6004,7064,50,0,0.5663504563330899,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4993);conflict_rate > 0.1500 (got 0.2066);precision_up < 0.5300 (got 0.5175);precision_down < 0.5100 (got 0.4838);rl_up_accuracy < 0.5200 (got 0.4953),-0.6212794765532017,-0.6335389251559973,0.2990566037735849,0.7009433962264151,0.4993270524899058,0.20660377358490567,0.5175438596491229,0.4837905236907731,0.2990566037735849,0.7009433962264151,0.4993270524899058,0.20660377358490567,0.5175438596491229,0.4837905236907731,0.49,0.02,0.277688679245283,0.4952651515151515,0.5047348484848485,0.2795497185741088,0.009560229445506692,0.06132075471698113,0.3018867924528302,0.48431214802896216,0.4899436846339501,0.48495788206979545,0.49458483754512633,0.4897713598074609,0.5668810328564462,0.003188465268941097,0.00040355366562397506,0.0015151515151515138,-0.010228640192539107,0.0020457280385078216,0.5663504563330899,0.0037878787878787845,-0.018939393939393923,0.0037878787878787845,0.0
19,0,4944,6004,7064,50,0,0.5201907622554113,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.5051);hold_rate > 0.3500 (got 0.4453);precision_up < 0.5300 (got 0.5222);precision_down < 0.5100 (got 0.4781);rl_up_accuracy < 0.5200 (got 0.4943),-0.5799083468019962,-0.5607109834849835,0.44528301886792454,0.5547169811320755,0.5051020408163265,0.1169811320754717,0.5222222222222223,0.4780701754385965,0.44528301886792454,0.5547169811320755,0.5051020408163265,0.1169811320754717,0.5222222222222223,0.4780701754385965,0.49,0.02,0.2474118903524386,0.4943181818181818,0.5085227272727273,0.30711610486891383,0.394990366088632,0.04716981132075472,0.16132075471698112,0.48672566371681414,0.49557522123893805,0.48856799037304455,0.5186522262334536,0.5036101083032491,0.5186756107402598,0.0034590798400204793,0.0003852923768648973,0.0015151515151515138,0.013838748495788256,0.0,0.5201907622554113,-0.0009469696969696684,0.0037878787878787845,0.0,0.0037878787878787845
20,0,4944,6004,7064,50,0,0.5573559447968477,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.5063);precision_up < 0.5300 (got 0.5233);precision_down < 0.5100 (got 0.4934);rl_up_accuracy < 0.5200 (got 0.4915),-0.8210333668142558,-0.6240236920267344,0.2490566037735849,0.7509433962264151,0.5062814070351759,0.0820754716981132,0.5232558139534884,0.49336283185840707,0.2490566037735849,0.7509433962264151,0.5062814070351759,0.0820754716981132,0.5232558139534884,0.49336283185840707,0.49,0.02,0.34898451406194375,0.4914772727272727,0.5056818181818182,0.36685288640595903,0.06896551724137931,0.035849056603773584,0.2518867924528302,0.4827031375703942,0.5100563153660499,0.49217809867629364,0.49578820697954273,0.49398315282791816,0.5592813358919139,0.004081987561994634,0.0003694606876529972,0.0,-0.00962695547533099,0.001925391095066198,0.5573559447968477,-0.002840909090909116,-0.0028409090909090606,0.0,0.0
21,0,4944,6004,7064,50,0,0.44729227469930777,0.8191449646351853,0.0,action_rate < 0.4000 (got 0.3981);hold_rate > 0.3500 (got 0.6019);precision_down < 0.5100 (got 0.5054);rl_up_accuracy < 0.5200 (got 0.5028),-0.5023612445294857,-0.48659904159605505,0.6018867924528302,0.39811320754716983,0.5308056872037915,0.03773584905660377,0.5379939209726444,0.5053763440860215,0.6018867924528302,0.39811320754716983,0.5308056872037915,0.03773584905660377,0.5379939209726444,0.5053763440860215,0.49,0.02,0.2033463866144536,0.5028409090909091,0.5132575757575758,0.44,0.77431906614786,0.03962264150943396,0.09905660377358491,0.47948511665325827,0.5132743362831859,0.49338146811071,0.516245487364621,0.5048134777376655,0.4397165171235502,0.004045892437187747,0.0004179596621561257,0.007575757575757569,0.010830324909747335,0.0,0.44729227469930777,0.011363636363636354,0.007575757575757569,0.011363636363636354,0.007575757575757569
22,0,4944,6004,7064,50,0,0.39615397182067846,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.5029);action_rate < 0.4000 (got 0.3264);hold_rate > 0.3500 (got 0.6736);precision_up < 0.5300 (got 0.5095);precision_down < 0.5100 (got 0.4926);rl_up_accuracy < 0.5200 (got 0.4801),-0.355,-0.4799870300292969,0.6735849056603773,0.3264150943396226,0.5028901734104047,0.04433962264150943,0.5095238095238095,0.49264705882352944,0.6735849056603773,0.3264150943396226,0.5028901734104047,0.04433962264150943,0.5095238095238095,0.49264705882352944,0.49,0.02,0.15687255250978996,0.48011363636363635,0.5085227272727273,0.6174863387978142,0.7225433526011561,0.02547169811320755,0.15377358490566037,0.4778761061946903,0.5100563153660499,0.48375451263537905,0.5222623345367028,0.5030084235860409,0.3965149826510034,0.004126217872254556,0.0003872609200057689,0.0,-0.0018050541516245744,0.0003610108303249149,0.39615397182067846,-0.022727272727272707,-0.004734848484848508,0.0,0.0
23,0,4944,6004,7064,50,0,0.4400503194433333,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.5135);hold_rate > 0.3500 (got 0.5094);precision_down < 0.5100 (got 0.4982);rl_up_accuracy < 0.5200 (got 0.4896),-0.43742039790749554,-0.5619928562790156,0.5094339622641509,0.49056603773584906,0.5134615384615384,0.009433962264150943,0.5306122448979592,0.49818181818181817,0.5094339622641509,0.49056603773584906,0.5134615384615384,0.009433962264150943,0.5306122448979592,0.49818181818181817,0.49,0.02,0.24951050195799218,0.4895833333333333,0.5227272727272727,0.5769944341372912,0.5634920634920635,0.029245283018867925,0.22264150943396227,0.4778761061946903,0.5172968624296058,0.48736462093862815,0.4897713598074609,0.48856799037304455,0.4334687091162356,0.004126407073860488,0.0003933291316594202,0.009469696969696951,-0.014440433212996373,0.002888086642599275,0.4400503194433333,0.009469696969696961,0.014204545454545414,0.009469696969696961,0.014204545454545414
24,0,4944,6004,7064,50,0,0.39619795606351443,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.5078);action_rate < 0.4000 (got 0.3623);hold_rate > 0.3500 (got 0.6377);precision_up < 0.5300 (got 0.5208);precision_down < 0.5100 (got 0.5000);rl_up_accuracy < 0.5200 (got 0.4782),-0.5017916415184736,-0.43285453732311724,0.6377358490566037,0.3622641509433962,0.5078125,0.0,0.5208333333333334,0.5,0.6377358490566037,0.3622641509433962,0.5078125,0.0,0.5208333333333334,0.5,0.49,0.02,0.18396226415094338,0.47821969696969696,0.5255681818181818,0.7568058076225045,0.6207584830339321,0.018867924528301886,0.1811320754716981,0.4786806114239743,0.5189058728881738,0.4861612515042118,0.48856799037304455,0.4873646209386282,0.3953022663140341,0.004107674996179067,0.0003622578382800895,0.0011363636363636244,-0.001203369434416346,0.0002406738868832692,0.39619795606351443,-0.011363636363636354,0.0028409090909090606,0.0,0.0028409090909090606
25,0,4944,6004,7064,50,0,0.472576638911433,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4956);hold_rate > 0.3500 (got 0.4594);precision_up < 0.5300 (got 0.5029);precision_down < 0.5100 (got 0.4925);rl_up_accuracy < 0.5200 (got 0.4763),-0.5338411943614483,-0.35474798072874547,0.45943396226415095,0.5405660377358491,0.4956369982547993,0.0,0.5028571428571429,0.49246231155778897,0.45943396226415095,0.5405660377358491,0.4956369982547993,0.0,0.5028571428571429,0.49246231155778897,0.49,0.02,0.2679245283018868,0.47632575757575757,0.5265151515151515,0.7070524412296564,0.276,0.031132075471698113,0.1311320754716981,0.4762670957361223,0.498793242156074,0.4897713598074609,0.49097472924187724,0.49037304452466907,0.4721978510326451,0.004169313148455263,0.00034844233558265695,0.0003787878787878896,0.003008423586040865,0.0,0.472576638911433,-0.0018939393939393923,0.0009469696969697239,0.0,0.0009469696969697239
26,0,4944,6004,7064,50,0,0.4658541302962324,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4863);hold_rate > 0.3500 (got 0.4840);precision_up < 0.5300 (got 0.4863);precision_down < 0.5100 (got 0.4863);rl_up_accuracy < 0.5200 (got 0.4744),-0.4407596841156483,-0.5422465930879116,0.4839622641509434,0.5160377358490567,0.48628884826325414,0.0,0.4863013698630137,0.486284289276808,0.4839622641509434,0.5160377358490567,0.48628884826325414,0.0,0.4863013698630137,0.486284289276808,0.49,0.02,0.25094339622641515,0.4744318181818182,0.5227272727272727,0.7513513513513513,0.28174603174603174,0.024528301886792454,0.13962264150943396,0.4835076427996782,0.5076427996781979,0.48856799037304455,0.49458483754512633,0.49157641395908547,0.4658541302962324,0.004146911751965441,0.00033904477680836225,0.0,0.0012033694344164014,0.0,0.4658541302962324,-0.0018939393939393923,-0.0037878787878787845,0.0,0.0
27,0,4944,6004,7064,50,0,0.4669966642730954,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4930);hold_rate > 0.3500 (got 0.4642);precision_up < 0.5300 (got 0.5263);precision_down < 0.5100 (got 0.4735);rl_up_accuracy < 0.5200 (got 0.4820),-0.6516844069659709,-0.7258613995611668,0.4641509433962264,0.5358490566037736,0.49295774647887325,0.002830188679245283,0.5263157894736842,0.4735376044568245,0.4641509433962264,0.5358490566037736,0.49295774647887325,0.002830188679245283,0.5263157894736842,0.4735376044568245,0.49,0.02,0.26340334638661445,0.48200757575757575,0.5028409090909091,0.6380255941499086,0.34095238095238095,0.022641509433962263,0.13773584905660377,0.47948511665325827,0.49637972646822204,0.48495788206979545,0.5126353790613718,0.49879663056558365,0.46396636124279234,0.003785586661324594,0.0003390092118765565,0.0030303030303030277,0.0072202166064981865,0.0,0.4669966642730954,0.007575757575757569,-0.019886363636363646,0.007575757575757569,0.0
